user_id,age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year,great_customer_class,test,spent_17,spent_18
1035285,21,private,66760,6,Never-married,professional,not_caucasian,Female,0,0,40,116,210,0,0,43.8554129295753,39.560096384075315
1048693,NA,private,37405,10,Divorced,service,not_caucasian,Male,0,0,40,147,12,0,0,59.085362361847814,68.25259517053493
1029536,55,private,65333.5,5,Widowed,sales,caucasian,Female,0,0,40,NA,NA,0,0,69.2552936070954,64.21376734418807
1019393,24,private,54938.5,9,Never-married,clerical,caucasian,Male,0,0,40,480,22,0,0,88.61642055759484,108.7821127497428
1017344,34,private,39471.5,12,Divorced,service,caucasian,Female,0,0,40,241,143,0,0,63.52056058348698,65.5059123927656
1010559,25,NA,45382,9,Married,NA,caucasian,Female,0,NA,25,425,376,0,1,61.14460005228156,57.11521664911551
1017671,27,private,NA,13,Never-married,tech,caucasian,Female,0,0,40,173,54,0,0,56.39990159708091,68.25259517053493
1011521,18,private,42470.5,7,Never-married,cleaner,caucasian,Female,NA,0,12,198,119,0,0,71.22329656421687,76.91649976993995
1016956,22,private,60204.25,9,Never-married,sales,caucasian,Female,2597,0,40,180,12,0,0,66.75306829015484,72.02795137894034
1039886,20,private,31796.25,10,Never-married,professional,caucasian,Female,0,0,15,133,166,0,0,101.58718339681475,95.96858808735851
1042968,34,NA,77631.25,9,Married,NA,not_caucasian,Male,0,NA,10,NA,494,0,1,11.864138310191048,36.22622868699031
1019748,50,private,42512.5,4,Married,factory,caucasian,Male,0,NA,40,NA,175,0,0,87.84204328382596,98.39885856291741
1025167,41,private,20694.5,2,Married,farm,caucasian,Male,0,NA,40,422,278,0,1,46.081856438823706,68.66037749087978
1041969,50,private,9120,9,Married,executive,caucasian,Male,0,0,40,167,1,0,0,20.70846658322368,48.61632871620678
1022667,37,private,75392,8,Never-married,service,caucasian,Female,0,0,40,24,200,0,0,65.71205230988788,102.52112740293991
1021358,35,private,42699.25,13,Divorced,service,caucasian,Female,0,0,40,NA,100,0,1,38.40758719139269,36.2141936043189
1006531,23,private,NA,9,Widowed,executive,caucasian,Male,0,0,38,NA,32,0,0,57.26298601539167,68.25259517053493
1006672,NA,private,42115.5,9,Married,trucker,caucasian,Male,0,0,40,142,451,0,1,57.969166129317856,68.18138043385979
1009865,51,private,39753.75,9,Married,trucker,caucasian,Male,0,0,60,NA,118,0,0,70.83655910391023,66.31503957719755
1039905,23,private,29673.25,11,Never-married,tech,caucasian,Male,0,0,40,NA,397,0,0,35.599288500387374,74.79840304036411
1014828,48,private,48631.5,10,Married,sales,caucasian,Female,0,0,40,364,454,0,0,78.18334424214663,91.49721760160386
1041161,58,private,24390.5,9,Married,sales,caucasian,Female,0,0,38,409,388,0,0,66.3083759237297,67.37079740704453
1038070,24,private,56596.25,14,Divorced,executive,not_caucasian,Female,0,0,40,284,NA,0,0,37.184798358876286,66.43248242156501
1005935,21,private,33816.75,12,Never-married,professional,caucasian,Female,0,0,36,269,248,0,0,80.72811683748688,80.21709764150997
1043221,22,private,16426,9,Never-married,sales,caucasian,Female,0,0,40,245,308,0,0,101.98289953437302,99.58184170654451
1028862,40,private,82481,9,Divorced,cleaner,not_caucasian,Male,0,0,30,NA,166,0,1,44.13553849759639,47.41117127440202
1022242,14,private,50241.75,9,Married,craft,caucasian,Female,0,0,36,NA,NA,0,0,54.9611629897869,58.24745492264962
1004323,30,private,44738,9,Never-married,cleaner,caucasian,Male,0,0,40,205,93,0,1,-4.255200113391713,41.44872768947042
1005010,37,private,56101.5,10,Married,craft,caucasian,Male,0,0,40,207,139,0,1,56.831136563483234,55.79187016387927
1025099,32,government,50962.25,4,Married,cleaner,caucasian,Male,0,0,19,134,25,0,0,64.63370320426608,89.429957226484035
1015354,50,private,6858,13,Married,professional,caucasian,Male,0,0,30,403,398,0,0,32.24537997035704,52.16679611041739
1009800,17,private,36767.25,7,Never-married,service,caucasian,Female,0,0,16,401,136,0,0,1.4645132553930664,23.79631200499113
1000924,29,private,47391.25,9,Divorced,lawenf,caucasian,Male,0,0,40,434,351,0,1,40.74474777368153,42.230160740443026
1012478,41,private,29500.25,7,Never-married,factory,not_caucasian,Male,0,0,40,137,112,0,0,104.7262978624615,93.50402289725268
1005526,59,private,45391.5,9,Married,craft,caucasian,Male,4508,NA,40,498,461,0,0,65.4883497766247,75.69115645191351
1001687,41,private,28164,9,Divorced,service,caucasian,Female,0,0,40,375,212,0,1,88.92357550968737,99.9702767550496
1033421,48,private,24774,10,Divorced,clerical,caucasian,Female,0,1590,38,311,88,0,0,60.36108089298115,47.22465638286197
1039522,19,private,65314.75,9,Never-married,cleaner,caucasian,Male,0,0,20,248,88,0,0,60.8883303642929,53.49589184092863
1002261,14,private,47230.75,9,Never-married,service,caucasian,Female,0,0,25,NA,NA,0,0,59.299369977122474,71.76502889460296
1048418,26,government,39740.75,14,Never-married,executive,caucasian,Female,0,0,40,NA,326,0,1,60.51592676370454,73.82889341952199
1035630,37,private,8545,9,Married,craft,caucasian,Male,0,0,40,286,351,0,1,80.2806907192661,108.94358928603698
1009771,36,private,49822,6,Married,trucker,caucasian,Male,0,0,70,239,312,0,1,88.30124605957238,103.69586092116776
1007675,23,government,NA,13,Never-married,professional,caucasian,Female,NA,0,40,366,241,0,0,57.939867359857054,68.36534474677504
1026965,64,NA,59882.25,7,Widowed,NA,caucasian,Female,3674,0,35,48,362,0,0,75.39937735466891,85.6045910437071
1046168,25,private,45194.5,9,Never-married,craft,caucasian,Male,0,0,75,NA,367,0,0,69.20508071285235,76.01748024457326
1022739,47,private,44828.25,6,Divorced,sales,caucasian,Female,0,0,30,323,304,0,0,32.55024462698993,46.09156869633395
1020614,28,self_employed,28926.25,10,Never-married,executive,caucasian,Male,0,NA,50,316,134,0,0,95.6029015996616,104.61860024669919
1013768,58,NA,35352.25,11,Married,NA,caucasian,Male,0,0,40,NA,53,0,0,74.30217799409638,59.71560356095335
1020455,14,NA,28699.5,7,Never-married,NA,caucasian,Female,0,0,18,471,NA,0,0,78.8291383936902,87.09194550426677
1007060,36,government,61886.75,9,Divorced,clerical,not_caucasian,Female,0,0,40,NA,384,0,1,65.80755613522368,78.98693201726348
1012594,NA,private,24643,7,Never-married,sales,caucasian,Female,0,0,20,65,395,0,1,56.12282847388632,68.25259517053493
1013283,60,government,152110.25,9,Married,trucker,not_caucasian,Male,NA,0,40,1,72,0,0,61.01962911476724,69.52554309421616
1003524,22,private,15462.5,14,Never-married,sales,caucasian,Female,0,0,21,263,140,0,0,31.325810460857166,68.1970384248554
1023531,49,private,64771.75,10,Divorced,craft,caucasian,Female,0,0,40,263,90,0,0,96.28811055058118,68.26172430680865
1015171,27,private,78369.75,13,Never-married,professional,caucasian,Male,0,0,50,220,199,0,0,35.040562454293564,67.77303602317474
1005858,26,government,45055,9,Married,executive,caucasian,Male,0,0,50,259,NA,0,0,84.57570511948174,74.52888529725531
1003463,37,government,31969.75,10,Never-married,executive,not_caucasian,Female,0,0,40,372,223,0,0,36.48055087070334,67.86392444350619
1037512,64,self_employed,53486.25,9,Married,craft,caucasian,Male,0,0,50,NA,441,0,0,80.80385307680278,78.36057737750475
1041676,66,private,31627.75,10,Married,executive,caucasian,Male,0,0,45,56,29,0,0,54.697654876220625,72.94919280857953
1028426,64,private,NA,9,Married,executive,caucasian,Male,0,0,5,226,112,0,0,57.59946496873972,69.92636931259301
1046407,18,private,NA,9,Never-married,clerical,caucasian,Female,0,0,40,NA,NA,0,0,59.37159404358436,68.25259517053493
1000229,NA,NA,43186,10,Married,NA,caucasian,Male,0,NA,35,17,NA,0,1,56.84491588223015,68.25259517053493
1000993,36,government,18648.25,10,Married,executive,caucasian,Male,0,0,40,NA,205,0,1,65.78509619381664,96.4184004704195
1017411,20,private,86783,10,Never-married,factory,not_caucasian,Female,0,0,40,144,NA,0,0,32.34141125196524,27.66322564901671
1010812,22,private,61466.5,10,Never-married,craft,caucasian,Male,0,0,40,103,74,0,0,22.51857593310648,44.69996266433426
1046630,36,private,38313.5,9,Married,factory,not_caucasian,Male,0,0,40,NA,NA,0,1,50.415440116971276,65.15935897338161
1003764,20,private,38387.25,13,Never-married,factory,caucasian,Male,0,0,48,NA,NA,0,0,34.727975479207764,42.62667667103518
1040678,32,private,NA,13,Married,executive,caucasian,Male,0,1485,60,NA,NA,0,1,56.31603335853318,68.25259517053493
1012792,19,private,85023.5,10,Never-married,sales,caucasian,Female,0,0,20,NA,183,0,0,61.527172597316586,59.2388387515173
1015414,23,private,40570.5,12,Never-married,cleaner,caucasian,Male,0,0,25,270,126,0,0,49.399326158981154,58.391831017308576
1048727,53,private,39748.25,9,Widowed,factory,not_caucasian,Female,0,0,38,80,250,0,0,71.55290812913647,52.63688186065525
1023399,46,private,7104.75,11,Never-married,trucker,caucasian,Male,0,0,50,363,371,0,0,27.063128552654376,46.958709855537656
1025464,33,private,64982.75,7,Divorced,factory,caucasian,Male,0,0,30,NA,229,0,1,56.51409891311939,77.67458505957404
1028385,38,private,15088.75,9,Never-married,clerical,caucasian,Female,0,0,40,61,44,0,1,51.20422529184177,79.45533163119136
1015597,29,private,84488.25,11,Married,sales,caucasian,Male,2885,0,40,NA,329,0,0,20.01944149229076,40.34241567170154
1046002,18,private,38061.5,10,Never-married,service,not_caucasian,Male,0,0,16,167,249,0,0,44.503375317519456,54.77390961730388
1004370,36,government,22141,10,Married,cleaner,caucasian,Male,NA,0,40,NA,NA,0,1,63.91114973955875,49.16579980520987
1047316,28,private,45232,10,Married,cleaner,caucasian,Male,5013,0,55,252,78,0,1,39.07638599511961,60.1470402543726
1007279,66,self_employed,12853.75,11,Married,farm,caucasian,Male,4931,0,98,482,98,0,0,50.24108206655397,65.03982819712105
1005188,36,private,68948,13,Never-married,executive,not_caucasian,Female,0,0,40,53,NA,0,1,44.824771940383386,66.67080811515099
1010363,31,private,35454.25,13,Married,service,caucasian,Male,0,0,40,NA,39,0,1,78.47348165491539,96.17312109721459
1041815,NA,self_employed,29520.25,10,Married,service,caucasian,Male,3103,0,42,42,192,0,0,56.66171050973015,68.25259517053493
1025230,60,NA,91632.75,11,Widowed,NA,caucasian,Female,0,0,40,365,405,0,0,77.71600806690002,92.47601301333697
1033582,19,private,18297.5,10,Never-married,cleaner,caucasian,Male,0,0,20,NA,285,0,0,60.26240631497626,65.97699349825545
1035502,20,government,36423,10,Never-married,lawenf,not_caucasian,Male,0,1974,40,403,NA,0,0,58.73284925439562,63.197253848123516
1036319,39,NA,74223,9,Married,NA,caucasian,Male,0,0,40,NA,NA,0,0,49.56408400819636,52.718514157733715
1018922,42,government,35689,13,Divorced,professional,caucasian,Female,0,0,50,287,346,0,1,43.11414895930428,36.8318348798584
1017328,14,private,54490.25,10,Married,service,caucasian,Male,0,0,40,499,NA,0,0,105.44526899872352,76.98572188607407
1030448,32,government,109677.75,10,Married,professional,not_caucasian,Female,0,0,40,96,442,0,0,63.99059826058138,87.14355981125414
1044972,18,government,33891.75,13,Never-married,clerical,not_caucasian,Female,4101,0,60,408,NA,0,0,86.34400570975531,97.99690986530949
1023211,31,government,NA,10,Never-married,clerical,not_caucasian,Female,0,0,25,107,91,0,0,57.25766757113889,68.25259517053493
1007281,40,private,72409,9,Married,sales,caucasian,Male,0,0,50,368,261,0,0,31.057839993249186,74.61023238530385
1019452,43,self_employed,49524,14,Married,sales,caucasian,Male,0,0,60,NA,32,0,1,35.92885267428329,60.34035987072025
1013076,52,private,36503.75,9,Married,craft,caucasian,Male,0,0,40,336,440,0,0,91.10986661281005,88.1896477279503
1013763,49,private,42273,9,Married,clerical,caucasian,Female,NA,NA,40,391,343,0,0,50.767661449603715,71.56933920525351
1003938,34,private,41833.25,9,Never-married,service,caucasian,Male,0,0,40,114,NA,0,1,60.41781207939477,76.78140005715561
1012849,41,self_employed,95442.25,9,Married,farm,caucasian,Male,0,0,50,366,NA,0,0,48.843866173601796,42.73571813524318
1045612,37,private,56141.5,9,Never-married,craft,caucasian,Male,0,0,40,337,157,0,0,32.36608095205097,13.921772652563364
1000144,34,private,39825.75,14,Never-married,professional,caucasian,Female,0,0,30,406,194,0,0,47.59175771392209,69.53879022911777
1034710,24,private,56667,9,Never-married,service,not_caucasian,Male,0,0,35,288,273,0,0,60.06853718916795,51.38071158335875
1032698,33,private,48803,13,Married,executive,not_caucasian,Female,0,0,40,194,NA,0,1,67.05741379109595,72.52581910829717
1025418,56,private,41615.25,7,Married,sales,caucasian,Male,0,0,26,NA,NA,0,0,51.03203986450691,45.99363628364917
1043310,60,self_employed,38339,9,Divorced,sales,not_caucasian,Male,2597,NA,55,129,192,0,0,50.695718375797426,50.190068414864754
1010316,59,private,NA,9,Divorced,clerical,caucasian,Female,0,0,16,122,235,0,0,57.72821373084002,69.15450427943499
1032438,23,private,77337.5,9,Married,clerical,caucasian,Male,0,0,40,178,NA,0,0,46.70794762549519,63.150933225029185
1045401,38,government,64216,11,Married,executive,caucasian,Male,0,0,40,424,210,0,1,83.86888852019605,106.64887345888397
1000780,32,private,36779.5,9,Divorced,service,caucasian,Female,0,0,40,NA,284,0,1,35.198455336375375,50.26123782569005
1045104,40,private,48373.5,9,Married,cleaner,caucasian,Male,0,0,46,327,344,0,1,49.46951619915311,76.62936235524303
1017628,17,NA,36471.5,7,Never-married,NA,caucasian,Female,0,0,30,NA,372,0,0,53.626371561495624,97.33025170646545
1039813,NA,private,29242,13,Never-married,executive,caucasian,Male,0,0,45,NA,262,0,0,56.907401791221375,68.25259517053493
1006611,65,NA,19032.75,9,Never-married,NA,not_caucasian,Female,0,0,40,NA,201,0,0,55.40649735967347,47.28002208730124
1007330,NA,government,40858.5,9,Divorced,clerical,caucasian,Male,0,NA,40,456,99,0,0,57.58011844309562,69.81362201087492
1047538,29,private,59248,9,Married,service,not_caucasian,Male,0,0,50,94,196,0,1,62.564314653053174,75.61996853368704
1029421,49,private,54589.25,11,Divorced,professional,caucasian,Female,0,0,38,201,95,0,0,74.00682405739579,75.06938552210553
1038614,42,self_employed,6810.5,7,Married,farm,caucasian,Male,0,0,60,NA,343,0,1,74.04254731112792,102.92980075934668
1027338,33,private,37538.5,10,Married,craft,caucasian,Male,0,0,40,NA,375,0,0,99.60506515395588,96.17871583422439
1008940,44,private,14185.25,9,Married,clerical,caucasian,Female,0,0,40,43,NA,0,0,50.485667083090206,58.49981859483459
1041814,33,government,105679.5,9,Married,service,caucasian,Male,0,0,40,392,191,0,0,63.2774799029588,78.69962375940766
1025874,14,private,64375,9,Divorced,factory,not_caucasian,Female,0,0,40,173,NA,0,0,39.91537967675651,49.502316727366036
1038928,36,self_employed,45974.5,13,Divorced,sales,caucasian,Male,NA,0,60,398,61,0,0,31.242233554498778,43.43276558211698
1007932,61,self_employed,35747,10,Married,craft,caucasian,Male,0,0,40,103,493,0,0,9.363298646467399,32.185782876781616
1000232,55,private,29937.75,14,Never-married,executive,not_caucasian,Female,0,0,50,NA,98,0,0,58.88726928902065,55.66830099738932
1035192,52,private,52075.5,9,Married,sales,caucasian,Male,0,0,36,252,458,0,0,28.251087830400024,46.62504418868876
1017434,51,private,75711.75,9,Married,craft,caucasian,Male,NA,0,54,255,166,0,0,68.7076461274296,79.46814339824701
1040190,22,private,28440,7,Never-married,service,caucasian,Female,0,0,30,NA,241,0,0,6.213095094756701,9.931201728516376
1027283,25,private,49259,6,Never-married,craft,caucasian,Male,0,0,40,276,86,0,0,40.64237889937212,68.20727546883651
1024396,25,private,50892.5,9,Divorced,service,not_caucasian,Male,0,0,40,470,410,0,1,93.06120822487657,126.80618806278889
1000451,65,self_employed,44719.5,9,Married,farm,caucasian,Male,0,0,48,NA,192,0,0,58.27248252855304,52.46752176571604
1046438,56,private,39688,14,Married,executive,caucasian,Female,0,0,50,84,380,0,0,39.65422132187878,62.0164686490008
1048635,25,private,40564,11,Divorced,clerical,caucasian,Female,6849,0,40,160,NA,0,1,99.58435099811402,124.94736613240019
1040732,37,private,20699.25,13,Married,professional,caucasian,Male,0,0,50,12,NA,0,1,56.623783877786295,75.31561845527739
1048742,24,private,71079.25,13,Never-married,factory,caucasian,Female,0,0,32,422,497,0,0,36.104366278681056,70.60194621826429
1029042,21,private,82382.5,7,Married,craft,caucasian,Male,0,0,40,414,105,0,0,62.036327870156455,70.98755499882006
1004359,68,private,14636.75,10,Married,craft,caucasian,Male,0,1735,48,255,336,0,0,30.700804983371,10.32661757966812
1027462,47,self_employed,79648.25,9,Married,executive,caucasian,Male,0,0,25,155,218,0,0,37.75314235936889,24.516335653305823
1034447,33,government,72429,6,Married,trucker,caucasian,Male,0,0,40,68,249,0,0,87.43901141574139,90.21752888716755
1018161,14,private,70550.5,9,Never-married,service,caucasian,Male,0,0,40,NA,NA,0,0,51.665004531250574,42.02119432857695
1006589,58,self_employed,25151.5,9,Married,sales,caucasian,Male,0,NA,50,310,240,0,0,81.42904722690515,97.84947426279064
1001398,82,self_employed,55166.75,4,Widowed,executive,caucasian,Female,0,NA,40,217,132,0,0,92.44817881642112,81.94443651836568
1043827,29,private,101706.5,13,Never-married,professional,caucasian,Female,0,0,45,NA,55,0,0,44.552253182827506,86.41726755527591
1009633,41,self_employed,105283,10,Married,craft,caucasian,Male,0,0,40,NA,NA,0,1,55.461599929142125,76.0361283528387
1012829,23,private,53475.5,10,Never-married,service,caucasian,Female,0,0,20,134,7,0,0,54.2284860952528,67.80693657577119
1013162,34,private,70548,12,Married,professional,not_caucasian,Male,0,0,60,214,NA,0,0,44.24804193798455,58.19053187787944
1032192,24,NA,36224.5,10,Never-married,NA,caucasian,Male,0,0,40,406,123,0,0,29.30388640210939,68.3705569612396
1010205,68,NA,20367,9,Widowed,NA,caucasian,Female,0,0,16,259,332,0,0,76.71350615540857,87.38641134574958
1005004,20,private,10569.75,10,Never-married,service,caucasian,Female,0,0,30,69,398,0,0,13.816228764056337,19.943473619819844
1017635,58,private,33151.5,3,Divorced,factory,not_caucasian,Male,0,0,40,65,329,0,0,80.77639652371369,97.44279258271732
1035863,24,private,51043,13,Never-married,sales,caucasian,Female,NA,0,40,NA,184,0,0,49.1957866010981,78.10576625030446
1017716,48,self_employed,NA,6,Married,trucker,caucasian,Female,0,0,40,NA,NA,0,0,59.21394985217991,68.25259517053493
1023733,53,private,59620.25,11,Married,executive,caucasian,Male,0,1485,40,NA,123,0,0,77.78467102661236,63.925011044903954
1022172,19,private,NA,9,Never-married,service,caucasian,Male,0,0,30,NA,68,0,0,58.091338568882875,68.25259517053493
1020104,24,private,88303.25,12,Divorced,craft,caucasian,Male,0,0,60,410,NA,0,0,64.60135024014573,84.78308338553354
1027155,53,private,58342.25,10,Widowed,executive,caucasian,Female,0,0,40,400,355,0,0,90.6511461792429,79.32066088221502
1034472,57,private,43072.75,9,Divorced,clerical,not_caucasian,Female,0,0,40,243,475,0,0,62.600318184446294,56.16974202253685
1015368,NA,private,10013,13,Never-married,executive,caucasian,Male,0,0,40,382,480,0,0,57.45632929150901,68.25259517053493
1037194,45,private,64830.75,10,Married,craft,caucasian,Male,0,0,40,NA,401,0,1,55.88232706938628,54.092714285335006
1027888,28,private,49954,9,Divorced,factory,caucasian,Male,0,0,40,411,NA,0,1,41.57610605757284,61.80666847816321
1014790,28,private,16322.75,13,Married,tech,caucasian,Female,0,0,24,NA,NA,0,0,70.71383631520695,88.16244906068127
1028316,65,self_employed,5726.75,4,Married,farm,caucasian,Male,0,0,40,469,174,0,0,48.797505843921144,44.56570154688565
1042205,46,self_employed,64227.25,9,Divorced,farm,caucasian,Male,3325,0,45,73,479,0,0,20.976865004909644,49.5529905813393
1023443,32,government,71100.75,9,Divorced,clerical,not_caucasian,Male,0,0,40,205,NA,0,1,33.39071532714322,48.840207612675385
1008005,23,private,76035.75,10,Never-married,clerical,caucasian,Female,0,0,10,97,317,0,0,24.416397207938555,46.97201510596567
1048145,17,private,53696.75,8,Never-married,clerical,caucasian,Female,0,0,25,NA,371,0,0,32.51575198746037,61.848610225964855
1005387,28,government,91357.5,9,Divorced,craft,caucasian,Male,0,0,40,298,NA,0,0,34.4668651079594,23.569485649104912
1002695,50,private,38858.25,13,Divorced,executive,caucasian,Female,0,0,50,445,388,0,0,45.307233612856734,55.68648034984517
1031959,42,self_employed,45941.25,13,Never-married,professional,caucasian,Male,0,0,50,149,214,0,1,65.7075109586914,71.78500705972364
1001564,24,private,51722.75,9,Never-married,clerical,caucasian,Female,0,0,40,402,497,0,0,44.70202926052706,54.96872531974008
1043550,26,self_employed,9479.5,9,Never-married,farm,caucasian,Male,0,NA,60,55,412,0,1,42.030967596802796,65.07297773072766
1020300,25,self_employed,40759.75,12,Never-married,sales,caucasian,Male,NA,0,60,304,244,0,0,85.57966742206612,96.38140892614967
1011069,49,private,40566,9,Never-married,factory,not_caucasian,Male,0,0,40,262,12,0,0,54.45179509127073,69.82148677995275
1041204,68,private,52119.5,14,Married,professional,caucasian,Male,0,0,18,46,497,0,0,56.03563026507515,66.40495056675414
1034790,20,private,60960.25,9,Divorced,service,not_caucasian,Female,0,0,40,488,NA,0,0,29.453778500824647,38.7076719687552
1004448,29,private,11598.75,13,Married,executive,caucasian,Male,0,0,40,392,NA,0,1,33.21324606975875,61.474418686342716
1025490,22,private,79728.75,9,Never-married,service,caucasian,Female,0,0,40,NA,47,0,0,39.134132807196714,50.60161728806342
1025654,40,private,56199.75,13,Married,professional,caucasian,Male,NA,0,45,241,168,0,0,24.014159883605295,70.79893605075502
1026160,52,private,32217.75,4,Divorced,factory,caucasian,Female,0,0,64,NA,469,0,0,132.42411300704916,125.19657306952868
1044439,23,private,54202.75,9,Never-married,factory,caucasian,Female,0,0,16,NA,228,0,0,39.063694246853565,67.04137468621911
1048424,23,private,62429,9,Never-married,tech,caucasian,Male,0,0,45,217,NA,0,0,30.336012285542225,48.67250274390979
1043294,26,private,104485.25,13,Never-married,executive,caucasian,Female,0,0,40,15,344,0,0,28.310128555490774,24.796725458754448
1033692,37,private,64159,9,Married,trucker,caucasian,Male,0,0,40,491,347,0,1,71.77993042990296,73.35785408825036
1032639,NA,private,41641.25,9,Married,factory,caucasian,Male,0,0,50,2,NA,0,1,57.566165021438984,66.45197777901221
1014054,31,self_employed,57435.25,12,Married,craft,caucasian,Male,0,1579,45,143,204,0,1,35.58511154687145,45.87907695709224
1024342,33,private,38799.5,5,Divorced,factory,caucasian,Male,0,0,35,NA,62,0,1,32.01611972084005,44.99704032327539
1008823,14,private,15159.75,10,Never-married,service,caucasian,Female,0,0,40,418,NA,0,0,68.4131274504834,89.93574015264947
1032505,28,self_employed,13670.75,10,Never-married,craft,caucasian,Male,0,1590,40,NA,128,0,1,33.2165880852895,44.38790333627064
1039067,17,NA,51018.5,9,Never-married,NA,caucasian,Male,0,0,40,250,NA,0,0,40.12467604457705,49.49260395554338
1002052,60,private,40537.75,9,Married,trucker,caucasian,Male,0,0,45,133,143,0,0,79.20706192422624,75.14878665474714
1044874,50,government,43242.5,9,Married,trucker,caucasian,Male,0,0,40,123,317,0,0,75.39773504786604,107.87426748166432
1015722,40,private,NA,9,Divorced,craft,not_caucasian,Male,0,0,40,225,66,0,1,59.49317945449579,68.25259517053493
1028246,46,private,33404,10,Divorced,clerical,caucasian,Female,0,0,40,203,198,0,0,73.53218884842367,88.90856547318835
1040872,30,private,72437,13,Never-married,executive,caucasian,Female,4650,0,48,124,NA,0,0,90.44622817940348,99.8914807162086
1007444,41,NA,7484.25,9,Widowed,NA,not_caucasian,Female,0,0,20,362,NA,0,1,77.40838626902338,132.57709607801945
1039474,14,private,41592.75,10,Never-married,tech,caucasian,Male,0,0,60,287,NA,0,0,64.11619782649201,67.23317695243585
1008060,34,private,31968.75,13,Never-married,clerical,caucasian,Female,0,0,20,110,277,0,0,22.1276689146755,19.49564505935037
1030795,14,self_employed,15459.5,6,Never-married,craft,caucasian,Male,0,0,40,366,NA,0,0,36.97076855448464,32.17468160056962
1011884,41,government,76941.75,9,Married,lawenf,caucasian,Male,0,0,40,412,477,0,1,46.911969439885986,49.481618439613456
1036153,51,private,17691.75,9,Married,clerical,caucasian,Female,0,0,40,347,371,0,0,35.08571550804439,50.415773776579684
1026429,14,private,24146.25,9,Never-married,cleaner,caucasian,Male,0,0,30,30,NA,0,0,50.568555923430864,79.51057893262502
1046020,33,government,37664.25,13,Never-married,professional,not_caucasian,Female,0,0,40,456,10,0,0,52.56900907436525,56.55112476986277
1037977,27,government,82272,9,Married,clerical,not_caucasian,Male,0,0,40,NA,NA,0,0,44.90453203725091,62.62814157890602
1024137,28,government,41884,12,Widowed,professional,caucasian,Male,0,0,40,74,221,0,1,46.22406285684199,73.72537576450868
1023655,37,private,7755.75,9,Married,craft,caucasian,Male,0,0,45,14,311,0,0,56.39909467600068,80.85194051173494
1023639,19,private,29153.25,13,Never-married,clerical,caucasian,Female,0,0,40,200,NA,0,0,50.51803963609721,30.268928798919056
1031224,31,private,53558.75,9,Married,service,caucasian,Male,0,0,65,NA,396,0,1,70.66290749116345,82.31130164437864
1029737,16,private,120955.5,4,Never-married,cleaner,caucasian,Male,0,0,40,184,NA,0,0,47.54222002088488,77.00725645515914
1037159,61,self_employed,56196,12,Divorced,executive,caucasian,Female,0,0,90,269,88,0,0,68.22137628249902,68.63546382927342
1035296,38,private,26825.5,9,Married,executive,caucasian,Male,0,0,50,355,7,0,0,50.67240868802907,66.30405961540163
1048521,21,private,NA,11,Married,farm,caucasian,Male,0,0,46,NA,485,0,0,57.301967295541424,68.25259517053493
1033378,30,private,65787.5,9,Divorced,factory,caucasian,Female,0,0,20,91,46,0,0,62.580340488385204,57.38889743381522
1009285,33,private,11493.75,8,Married,sales,caucasian,Male,0,0,40,420,NA,0,1,61.83959238993903,103.60229747764157
1042464,21,private,75389,9,Never-married,service,caucasian,Female,0,0,19,NA,327,0,0,67.55886780754409,67.79826413783194
1042407,31,private,44207.75,6,Divorced,sales,caucasian,Female,0,0,40,330,171,0,1,66.24933158563145,75.65959399019546
1027772,30,private,55540.5,9,Married,cleaner,caucasian,Male,0,0,66,84,418,0,1,52.710229860702,77.53961326927174
1028225,42,self_employed,50380,9,Married,craft,caucasian,Male,0,0,45,NA,382,0,1,27.729884778037775,37.21437135642749
1030130,40,private,74953.25,7,Never-married,factory,caucasian,Female,0,0,37,NA,448,0,1,47.82247663943749,67.28156193488499
1007503,30,private,19408.5,9,Married,executive,caucasian,Male,0,0,40,243,413,0,1,74.08652637982969,78.51771507630825
1010358,14,private,49321.5,10,Never-married,sales,caucasian,Female,NA,0,8,458,NA,0,0,113.97805585879048,122.71154176162128
1034153,31,private,61770.5,9,Divorced,executive,caucasian,Male,NA,NA,50,NA,NA,0,1,28.22929923066767,47.38778005224252
1043523,39,private,52747.75,9,Married,craft,caucasian,Male,0,0,40,190,204,0,1,22.652868378027513,31.57976347930707
1044174,18,private,59068,9,Never-married,clerical,caucasian,Female,0,0,35,NA,108,0,0,15.753560452737407,64.97202681472861
1008284,43,NA,50265.5,9,Married,NA,not_caucasian,Female,0,0,2,35,NA,0,1,37.82765638611403,32.91626973423519
1025693,24,private,44321.75,10,Never-married,cleaner,caucasian,Female,0,0,30,NA,227,0,0,61.90764894393495,62.63095258160253
1025293,32,private,51793,10,Never-married,sales,caucasian,Female,0,0,40,480,93,0,1,71.76129246313779,81.29306906779699
1025070,56,private,42156.25,9,Divorced,professional,caucasian,Female,4101,0,40,385,229,0,0,47.091230201417716,72.97580482489457
1032370,22,private,83164.25,10,Never-married,professional,caucasian,Female,0,0,40,466,9,0,0,28.993509773083687,57.69371768394991
1039940,28,private,57252.25,9,Married,service,caucasian,Male,0,0,45,283,NA,0,1,13.387866569609447,32.30625049461959
1020487,48,private,26920.5,9,Widowed,factory,caucasian,Female,0,0,10,145,101,0,0,55.77917085103391,77.7018044464507
